,book title,ratings,avg_score,author,score,votes
309,"Dead Until Dark (Sookie Stackhouse, #1)","561,384",3.97,Charlaine Harris,"2,653,",33
310,Carolina Moon,"48,333",4.09,Nora Roberts,"2,617,",32
311,"Tempting the Best Man (Gamble Brothers, #1)","37,429",3.66,J. Lynn,"2,616,",33
312,"Seduction and Snacks (Chocolate Lovers, #1)","53,525",4.06,Tara Sivec,"2,594,",35
313,"Wild Love (Rose Hill, #1)",avg,really,Elsie Silver,"2,593,",27
314,"Touch Her and Die (McRae Bodyguards, #1)","4,970",4.13,Jolie Vines,"2,584,",27
315,Brace For Impact,537,4.26,Janice Kay Johnson,"2,583,",27
316,"Lucca (Made Men, #4)","9,790",4.27,Sarah Brianne,"2,561,",44
317,"The Flame and the Flower (Birmingham, #1)","20,721",4.04,Kathleen E. Woodiwiss,"2,560,",32
318,"Scandalous Desires (Maiden Lane, #3)","17,207",4.06,Elizabeth Hoyt,"2,558,",46
319,"Because of Low (Sea Breeze, #2)","57,006",4.12,Abbi Glines,"2,555,",40
320,"Seduction of a Highland Lass (McCabe Trilogy, #2)","26,799",4.14,Maya Banks,"2,546,",33
321,"Maybe Someday (Maybe, #1)","663,256",3.96,Colleen Hoover,"2,531,",39
322,"Knight (Unfinished Hero, #1)","56,752",3.91,Kristen Ashley,"2,523,",33
323,"Lover Unleashed (Black Dagger Brotherhood, #9)","97,841",4.28,J.R. Ward,"2,512,",36
324,The Grand Sophy,"36,441",4.17,Georgette Heyer,"2,504,",39
325,"The Raven Prince (Princes Trilogy, #1)","24,979",3.95,Elizabeth Hoyt,"2,497,",34
326,Angels Fall,"54,643",4.06,Nora Roberts,"2,496,",31
327,"Ten Tiny Breaths (Ten Tiny Breaths, #1)","84,236",4.08,K.A. Tucker,"2,496,",49
328,Hidden Nature,"36,741",4.13,Nora Roberts,"2,480,",26
329,Eleanor & Park,"1,262,714",3.92,Rainbow Rowell,"2,479,",31
330,"Graceling (Graceling Realm, #1)","480,887",4.06,Kristin Cashore,"2,475,",31
331,All the Little Raindrops,"81,735",4.03,Mia Sheridan,"2,475,",26
332,"What I Did for Love (Wynette, Texas, #5)","20,310",3.91,Susan Elizabeth Phillips,"2,471,",49
333,"The Many Sins of Lord Cameron (MacKenzies & McBrides, #3)","16,910",4.08,Jennifer Ashley,"2,465,",40
334,Forever Never,"97,403",3.96,Lucy Score,"2,460,",26
335,"Wicked Deeds on a Winter's Night (Immortals After Dark, #3)","58,819",4.32,Kresley Cole,"2,452,",35
336,Birthday Girl,"494,148",3.92,Penelope Douglas,"2,451,",43
337,"Gone Too Far (Troubleshooters, #6)","10,041",4.31,Suzanne Brockmann,"2,448,",43
338,Tribute,"32,546",4.04,Nora Roberts,"2,441,",30
339,"Romero (The Moreno Brothers, #4)","7,322",4.12,Elizabeth Reyes,"2,434,",28
340,"When Beauty Tamed the Beast (Fairy Tales, #2)","30,965",4.06,Eloisa James,"2,391,",33
341,"Inescapable (The Premonition, #1)","38,606",4.03,Amy A. Bartol,"2,346,",28
342,Marked (The Boys of Bishop Mountain #1),"7,237",4.29,Lexxi James,"2,308,",24
343,A Rose in Winter,"13,229",4.20,Kathleen E. Woodiwiss,"2,287,",30
344,"Ral's Woman (Zorn Warriors, #1)","14,782",3.82,Laurann Dohner,"2,269,",26
345,"Collide (Collide, #1)","66,562",4.19,Gail McHugh,"2,198,",29
346,"Boy of Chaotic Making (Whimbrel House, #3)","13,429",4.27,Charlie N. Holmberg,"2,184,",23
347,"Night Pleasures (Dark-Hunter, #1)","82,738",4.19,Sherrilyn Kenyon,"2,180,",32
348,"The Viscount Who Loved Me (Bridgertons, #2)","489,950",3.99,Julia Quinn,"2,168,",32
349,"Stray (Shifters, #1)","37,447",3.79,Rachel Vincent,"2,156,",27
350,Unwritten Rules,"2,807",3.66,M.A. Stacie,"2,144,",27
351,"No Place to Run (KGI, #2)","22,983",4.26,Maya Banks,"2,142,",28
352,"The Villain (Boston Belles, #2)","55,836",4.21,L.J. Shen,"2,127,",30
353,A Town Like Alice,"62,056",4.16,Nevil Shute,"2,125,",35
354,"Fancy Pants (Wynette, Texas, #1)","15,747",3.82,Susan Elizabeth Phillips,"2,113,",32
355,"Falling Into You (Falling, #1)","54,693",4.02,Jasinda Wilder,"2,110,",27
356,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)","4,258,307",4.15,Sarah J. Maas,"2,109,",25
357,A Queen's Spy (The Tudor Mystery Trials #1),"1,317",4.01,Samantha Burnell,"2,094,",21
358,Miracle,155,4.61,Johnathon Nicolaou,"2,092,",21
359,"Play (Stage Dive, #2)","61,217",4.23,Kylie Scott,"2,082,",41
360,A Rather Unusual Romance,124,4.52,Stevie Turner,"2,070,",21
361,Corelli’s Mandolin,"92,967",4.03,Louis de Bernières,"2,061,",39
362,"Hidden Away (KGI, #3)","18,969",4.22,Maya Banks,"2,057,",26
363,Un Aquilone di Farfalle: Romanzo,87,4.68,Giulietta Esthel,"2,050,",21
364,Carnal Innocence,"23,128",4.02,Nora Roberts,"2,044,",26
365,The Prize,"32,420",4.22,Julie Garwood,"2,036,",30
366,"Key of Knowledge (Key Trilogy, #2)","40,787",4.15,Nora Roberts,"2,031,",29
367,"Naked (The Blackstone Affair, #1)",avg,really,Raine Miller,"2,027,",26
368,"Come Away with Me (With Me in Seattle, #1)","63,412",3.91,Kristen Proby,"2,008,",28
369,Games of Command,"3,454",4.04,Linnea Sinclair,"2,000,",22
370,"Wildalone (Wildalone Sagas, #1)","4,118",3.37,Krassi Zourkova,"1,999,",20
371,"Yours Truly, Taddy (The Undergrad Years, #2; Invitation to Eden, #1)",855,3.75,Avery Aster,"1,997,",20
372,"Powerless  (Chestnut Springs, #3)","454,373",4.04,Elsie Silver,"1,997,",21
373,"Never Love a Highlander (McCabe Trilogy, #3)","28,602",4.19,Maya Banks,"1,995,",27
374,"Providence (Providence, #1)","27,897",3.97,Jamie McGuire,"1,994,",27
375,"The Unbecoming of Mara Dyer (Mara Dyer, #1)","191,039",4.01,Michelle Hodkin,"1,991,",25
376,A Bend in the Road,"167,791",4.05,Nicholas Sparks,"1,980,",38
377,"Beyond the Highland Mist (Highlander, #1)","73,134",3.95,Karen Marie Moning,"1,972,",29
378,The Blue Castle,"56,967",4.32,L.M. Montgomery,"1,965,",32
379,"Take This Regret (Take This Regret, #1)","25,209",3.99,Amy Lichtenhan,"1,965,",24
380,"The Last Boyfriend (Inn BoonsBoro Trilogy, #2)","54,805",4.11,Nora Roberts,"1,960,",26
381,"A Lot like Love (FBI/US Attorney, #2)","34,036",4.05,Julie James,"1,954,",33
382,"When He Was Wicked (Bridgertons, #6)","263,781",3.98,Julia Quinn,"1,925,",26
383,"The Darkest Lie (Lords of the Underworld, #6)","36,006",4.29,Gena Showalter,"1,924,",25
384,"Glitter Baby (Wynette, Texas, #3)","12,869",3.75,Susan Elizabeth Phillips,"1,921,",37
385,Frederica,"25,003",4.20,Georgette Heyer,"1,909,",33
386,Three Fates,"25,310",4.10,Nora Roberts,"1,906,",26
387,Mistress Suffragette,"4,559",4.29,Diana   Forbes,"1,904,",21
388,Stolen Soulmate (Crowne Point #2),"3,824",4.11,Mary Catherine Gebhard,"1,900,",19
389,Son of the Morning,"8,496",4.01,Linda Howard,"1,879,",31
390,"The Beast in Him (Pride, #2)","16,187",4.23,Shelly Laurenston,"1,868,",22
391,Katherine,"35,958",4.21,Anya Seton,"1,846,",22
392,"The Grunt 1 (The Lonely Hearts, #3)","2,853",4.11,Latrivia S. Nelson,"1,845,",38
393,Looking for Alaska,"1,754,214",3.96,John Green,"1,834,",25
394,"Lover Enshrined (Black Dagger Brotherhood, #6)","123,033",4.11,J.R. Ward,"1,828,",29
395,Much Ado About Nothing,"259,273",4.06,William Shakespeare,"1,823,",35
396,Nights in Rodanthe,"182,137",3.85,Nicholas Sparks,"1,816,",22
397,True Betrayals,"16,295",4.09,Nora Roberts,"1,807,",24
398,"Rush (Breathless, #1)","86,659",3.87,Maya Banks,"1,802,",25
399,Just Listen,"250,602",4.05,Sarah Dessen,"1,797,",24
400,"Beautiful Player (Beautiful Bastard, #3)","80,348",4.22,Christina Lauren,"1,788,",25
401,"Bully (Fall Away, #1)","230,361",3.84,Penelope Douglas,"1,781,",24
402,"Half-Blood (Covenant, #1)","115,960",4.06,Jennifer L. Armentrout,"1,780,",25
403,"Beautiful Stranger (Beautiful Bastard, #2)","101,865",4.11,Christina Lauren,"1,767,",26
404,The Nanny Song,818,4.24,Misty Mount,"1,761,",19
405,"Love on the Line (Women at Work, #1)","4,163",4.26,Kirsten Fullmer,"1,755,",21
406,"It's in His Kiss (Bridgertons, #7)","215,951",3.97,Julia Quinn,"1,752,",25
407,"While It Lasts (Sea Breeze, #3)","57,483",4.22,Abbi Glines,"1,742,",23
408,"It Ends with Us (It Ends with Us, #1)","4,652,172",4.08,Colleen Hoover,"1,741,",23
409,"The Marriage Trap (Marriage to a Billionaire, #2)","30,571",3.88,Jennifer Probst,"1,739,",22
410,"The Kiss Quotient (The Kiss Quotient, #1)","499,860",3.87,Helen  Hoang,"1,737,",21
411,Open Season,"22,535",4.02,Linda Howard,"1,735,",25
412,"Demon from the Dark (Immortals After Dark, #9)","49,350",4.42,Kresley Cole,"1,711,",25
413,"The Score (Off-Campus, #3)","511,157",4.14,Elle Kennedy,"1,708,",39
414,"Rising Tides (Chesapeake Bay Saga, #2)","36,713",4.18,Nora Roberts,"1,707,",25
415,Beyond Nostalgia,487,3.60,Tom Winton,"1,695,",17
416,"Visions of Heat (Psy-Changeling, #2)","42,908",4.07,Nalini Singh,"1,692,",24
417,"Nauti Boy (Nauti, #1)","10,973",4.04,Lora Leigh,"1,685,",22
418,Honest Illusions,"18,076",4.06,Nora Roberts,"1,684,",23
419,"On the Way to the Wedding (Bridgertons, #8)","187,067",3.83,Julia Quinn,"1,679,",24
420,"Surrender (MacKinnon’s Rangers,  #1)","6,766",4.05,Pamela Clare,"1,678,",21
421,"Down to You (The Bad Boys, #1)","66,716",4.03,M. Leighton,"1,677,",24
422,An Accidental Goddess,"4,005",4.03,Linnea Sinclair,"1,671,",18
423,"Avoiding Commitment (Avoiding, #1)","32,253",3.83,K.A. Linde,"1,669,",20
424,"Slade (New Species, #2)","24,453",4.15,Laurann Dohner,"1,661,",20
425,"For the Roses (Rose, #1)","15,625",4.06,Julie Garwood,"1,660,",22
426,"The Hunger Games (The Hunger Games, #1)","9,966,502",4.35,Suzanne Collins,"1,657,",23
427,"Losing It (Losing It, #1)","109,683",3.71,Cora Carmack,"1,655,",23
428,"Then Came You (The Gamblers of Craven's, #1)","33,781",3.94,Lisa Kleypas,"1,649,",23
429,"Neanderthal Seeks Human (Knitting in the City, #1)","68,239",3.88,Penny Reid,"1,649,",20
430,"The Winter Sea (Slains, #1)","70,036",4.11,Susanna Kearsley,"1,639,",22
431,"Cinder (The Lunar Chronicles, #1)","1,015,066",4.12,Marissa Meyer,"1,638,",23
432,Ravished,"22,311",4.02,Amanda Quick,"1,607,",22
433,The Undomestic Goddess,"314,316",3.87,Sophie Kinsella,"1,600,",21
434,"Trust: A New Beginning (Trust Trilogy, #1)","2,636",3.56,Cristiane Serruya,"1,595,",16
435,"Forsaken (The Secret Life of Amy Bensen, #3)","2,999",4.05,Lisa Renee Jones,"1,581,",16
436,"To Die For (Blair Mallory, #1)",avg,really,Linda Howard,"1,572,",21
437,"Whispers in the Dark (KGI, #4)","17,637",4.30,Maya Banks,"1,562,",21
438,"Moon Called (Mercy Thompson, #1)","218,998",4.14,Patricia Briggs,"1,559,",21
439,"If I Were You (Inside Out, #1)","26,467",4.11,Lisa Renee Jones,"1,550,",19
440,"One for the Money (Stephanie Plum, #1)","579,838",4.05,Janet Evanovich,"1,549,",24
441,"Comanche Moon (Comanche, #1)","9,983",4.11,Catherine Anderson,"1,549,",28
442,"Claimed (Brides of the Kindred, #1)","21,154",3.79,Evangeline Anderson,"1,545,",16
443,"Gabriel's Ghost (Dock Five Universe, #1)","4,483",3.73,Linnea Sinclair,"1,535,",16
444,"Come Back to Me (Come Back to Me, #1)","16,536",4.17,Mila Gray,"1,532,",22
445,"Dragon Bound (Elder Races, #1)","53,172",4.06,Thea Harrison,"1,520,",21
446,"The Darkest Whisper (Lords of the Underworld, #4)","44,609",4.30,Gena Showalter,"1,505,",20
447,"The Warlord Wants Forever (Immortals After Dark, #0.5)","64,507",4.02,Kresley Cole,"1,502,",23
448,"The Dark Highlander (Highlander, #5)","38,481",4.28,Karen Marie Moning,"1,495,",21
449,"Morrigan's Cross (Circle Trilogy, #1)","57,179",4.14,Nora Roberts,"1,491,",22
450,"Devil's Bride (Cynster, #1)","23,842",4.06,Stephanie Laurens,"1,488,",21
451,"Nevermore (Nevermore, #1)","30,541",3.86,Kelly Creagh,"1,487,",19
452,"Eleven Scandals to Start to Win a Duke's Heart (Love By Numbers, #3)","31,662",3.98,Sarah MacLean,"1,487,",21
453,"Love, Rosie","140,092",3.93,Cecelia Ahern,"1,478,",17
454,"The Darkest Secret (Lords of the Underworld, #7)","31,100",4.29,Gena Showalter,"1,470,",21
455,The Witness,"95,212",4.25,Nora Roberts,"1,466,",26
456,"Dark Horse (Class 5, #1)","9,163",4.09,Michelle Diener,"1,459,",15
457,"The Mane Squeeze (Pride, #4)","14,891",4.35,Shelly Laurenston,"1,454,",18
458,"Tempting the Beast (Breeds, #1)","24,754",3.91,Lora Leigh,"1,452,",18
459,The Duke of Shadows,"8,443",4.08,Meredith Duran,"1,451,",25
460,Play It Safe,"19,704",4.25,Kristen Ashley,"1,450,",25
461,"Angels' Blood (Guild Hunter, #1)","98,078",4.07,Nalini Singh,"1,450,",19
462,Where Dreams Begin,"16,656",3.98,Lisa Kleypas,"1,440,",19
463,"Under the Never Sky (Under the Never Sky, #1)","115,305",3.98,Veronica Rossi,"1,439,",19
464,"The Magic of You (Malory-Anderson Family, #4)","15,979",4.17,Johanna Lindsey,"1,435,",19
465,"Rock Me (Ross Siblings, #2)","46,020",4.07,Cherrie Lynn,"1,434,",20
466,"The Immortal Highlander (Highlander, #6)","37,474",4.30,Karen Marie Moning,"1,433,",21
467,"Poison Study (Study, #1)","176,402",4.09,Maria V. Snyder,"1,428,",17
468,"Slightly Dangerous (Bedwyn Saga, #6)","24,389",4.21,Mary Balogh,"1,419,",26
469,"Big Bad Beast (Pride, #6)","13,810",4.36,Shelly Laurenston,"1,413,",18
470,The Scarlet Pimpernel,"142,032",4.07,Emmuska Orczy,"1,412,",18
471,"Broken Promises (Past Imperfect Mystery, #1)","2,734",4.24,Anne  Willow,"1,406,",15
472,"Callum & Harper (Sleepless, #1)","12,715",3.91,Fisher Amelie,"1,405,",18
473,"That Girl, Darcy: A Pride and Prejudice Story",262,3.78,James Ramos,"1,399,",14
474,"Tall, Tatted and Tempting (The Reed Brothers, #1)","29,237",4.19,Tammy Falkner,"1,395,",21
475,The Seemingly Impossible Love Life of Amanda Dean,528,3.47,Ann  Rose,"1,394,",14
476,Notice Me,532,4.30,Emem Uko,"1,391,",15
477,From Lukov with Love,"287,156",4.19,Mariana Zapata,"1,384,",17
478,"Ten Ways to Be Adored When Landing a Lord (Love By Numbers, #2)","29,909",3.87,Sarah MacLean,"1,383,",19
479,"Sweet Sofie (The Moreno Brothers, #3)","7,857",3.88,Elizabeth Reyes,"1,377,",17
480,"Die for Me (Revenants, #1)","56,024",3.98,Amy Plum,"1,375,",20
481,"Arouse (Spiral of Bliss, #1)",avg,really,Nina Lane,"1,369,",15
482,Strangers,"10,007",3.92,Barbara Elsborg,"1,366,",16
483,"Driven (Driven, #1)","63,518",4.23,K. Bromberg,"1,349,",19
484,"Tiger's Curse (The Tiger Saga, #1)","67,403",4.05,Colleen Houck,"1,345,",16
485,"Beast Behaving Badly (Pride, #5)","16,178",4.40,Shelly Laurenston,"1,340,",17
486,"No Rest for the Wicked (Immortals After Dark, #2)","62,128",4.25,Kresley Cole,"1,339,",23
487,"The Golden Dynasty (Fantasyland, #2)","34,078",4.33,Kristen Ashley,"1,332,",16
488,"Lover at Last (Black Dagger Brotherhood, #11)","74,119",4.31,J.R. Ward,"1,329,",19
489,"Pleasure of a Dark Prince (Immortals After Dark, #8)","46,618",4.37,Kresley Cole,"1,327,",22
490,"Every Day (Every Day, #1)","244,103",3.89,David Levithan,"1,326,",16
491,"At Peace (The 'Burg, #2)","30,547",4.45,Kristen Ashley,"1,325,",16
492,"Lick (Stage Dive, #1)","94,297",4.04,Kylie Scott,"1,311,",19
493,"Angelfall (Penryn & the End of Days, #1)","199,043",4.10,Susan Ee,"1,305,",22
494,"Untamed (MacKinnon's Rangers, #2)","4,080",4.23,Pamela Clare,"1,298,",15
495,"Ice Planet Barbarians (Ice Planet Barbarians, #1)","205,614",3.62,Ruby Dixon,"1,295,",14
496,"Shadows (Lux, #0.5)","44,516",4.08,Jennifer L. Armentrout,"1,289,",17
497,"What I Did for a Duke (Pennyroyal Green, #5)","17,009",4.15,Julie Anne Long,"1,278,",30
498,"Just One Drop (The Grey Wolves, #3)","19,322",4.45,Quinn Loftis,"1,276,",15
499,"Vicious (Sinners of Saint, #1)","166,261",3.93,L.J. Shen,"1,275,",18
500,"Hometown Girl Forever (Hometown, #3)","1,073",4.33,Kirsten Fullmer,"1,275,",14
501,"Hometown Girl After All (Hometown, #2)","1,042",4.33,Kirsten Fullmer,"1,272,",14
502,Birthright,"32,059",4.10,Nora Roberts,"1,266,",19
503,"Beautifully Damaged (Beautifully Damaged, #1)","30,164",3.98,L.A. Fiore,"1,266,",15
504,"Not Quite a Husband (The Marsdens, #2)","10,259",3.81,Sherry Thomas,"1,255,",16
505,"Cry Wolf (Alpha & Omega, #1)","109,576",4.12,Patricia Briggs,"1,251,",18
506,"The Gift (Crown's Spies, #3)","21,146",4.17,Julie Garwood,"1,250,",19
507,"Release Me (Stark Trilogy, #1)","82,479",4.10,J. Kenner,"1,243,",18
508,"The Black Lyon (Montgomery/Taggert, #1)","20,835",3.99,Jude Deveraux,"1,242,",19
509,"Something Borrowed (Darcy & Rachel, #1)","612,590",3.89,Emily Giffin,"1,235,",16
510,"Edenbrooke (Edenbrooke, #1)","63,017",4.33,Julianne Donaldson,"1,231,",15
511,"The Spymaster's Lady (Spymasters, #1)",avg,really,Joanna Bourne,"1,230,",14
512,"An Offer From a Gentleman (Bridgertons, #3)","417,805",3.94,Julia Quinn,"1,224,",18
513,The Reef,"22,556",3.97,Nora Roberts,"1,217,",19
514,My One and Only,"18,201",3.95,Kristan Higgins,"1,201,",16
515,Caged,550,3.73,Shanna Ehrlich,"1,200,",12
516,"Inside Out (Brown Family, #3)","7,160",4.08,Lauren Dane,"1,197,",14
517,The Guardian,"193,069",4.16,Nicholas Sparks,"1,197,",17
518,"Texas! Lucky (Texas! Tyler Family Saga, #1)","8,956",3.83,Sandra       Brown,"1,194,",18
519,"Red, White & Royal Blue","1,235,078",4.05,Casey McQuiston,"1,193,",15
520,"Love, Lex (The Undergrad Years, #1)","1,783",3.27,Avery Aster,"1,191,",12
521,"The Simple Wild (Wild, #1)","149,378",4.28,K.A. Tucker,"1,190,",24
522,"About That Night (FBI/US Attorney, #3)","25,604",4.03,Julie James,"1,188,",16
523,"When a Scot Ties the Knot (Castles Ever After, #3)","47,228",3.91,Tessa Dare,"1,188,",16
524,"The Rosie Project (Don Tillman, #1)","596,465",4.01,Graeme Simsion,"1,186,",17
525,"The Vincent Brothers (The Vincent Boys, #2)","49,722",4.09,Abbi Glines,"1,182,",16
526,Venetia,"19,988",4.11,Georgette Heyer,"1,182,",16
527,"Christmas in Smithville (Hometown, #4)","1,003",4.31,Kirsten Fullmer,"1,174,",13
528,"Hometown Girl at Heart (Hometown, #1)","3,945",4.30,Kirsten Fullmer,"1,174,",13
529,"The Mane Attraction (Pride, #3)","14,796",4.27,Shelly Laurenston,"1,171,",15
530,"A Wallflower Christmas (Wallflowers, #4.5)","30,237",3.87,Lisa Kleypas,"1,171,",17
531,"The Darkest Hour (KGI, #1)","27,852",4.12,Maya Banks,"1,169,",16
532,"Appetizers (The Winemaker's Dinner, #1)",834,3.88,Ivan Rusilko,"1,163,",12
533,"Hunt the Stars (Starlight's Shadow, #1)","11,858",4.02,Jessie Mihalik,"1,163,",12
534,"Gibson's Legacy (Last Score, #1)",971,3.96,K.L. Shandwick,"1,159,",12
535,"Own the Wind (Chaos, #1)","49,904",4.18,Kristen Ashley,"1,158,",18
536,"Kiss of Midnight (Midnight Breed,  #1)","66,629",3.93,Lara Adrian,"1,157,",19
537,Enough Isn't Everything (The Everything Trilogy #1),579,4.04,K.L. Shandwick,"1,152,",12
538,"Polaris Rising (Consortium Rebellion, #1)","15,235",3.92,Jessie Mihalik,"1,151,",12
539,"A Hunger Like No Other (Immortals After Dark, #1)","93,026",4.06,Kresley Cole,"1,143,",18
540,Public Secrets,"23,663",4.18,Nora Roberts,"1,142,",19
541,"Hostage to Pleasure (Psy-Changeling, #5)","33,921",4.19,Nalini Singh,"1,137,",17
542,Marry Christmas,"1,084",4.36,Linda Phillips,"1,137,",12
543,"Wicked Intentions (Maiden Lane, #1)","20,773",3.81,Elizabeth Hoyt,"1,136,",16
544,"Blue Bloods (Blue Bloods, #1)","144,007",3.70,Melissa de la Cruz,"1,129,",15
545,Message in a Bottle,"248,510",3.98,Nicholas Sparks,"1,124,",15
546,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)","1,064,947",4.04,Jenny Han,"1,121,",15
547,The Guernsey Literary and Potato Peel Pie Society,"813,784",4.19,Mary Ann Shaffer,"1,118,",14
548,"Call Me By Your Name (Call Me By Your Name, #1)","600,332",4.10,André Aciman,"1,114,",14
549,"If You Deceive (MacCarrick Brothers, #3)","13,809",4.13,Kresley Cole,"1,107,",18
550,"Lover Reborn (Black Dagger Brotherhood, #10)","86,815",4.33,J.R. Ward,"1,105,",19
551,Anna Karenina,"936,739",4.10,Leo Tolstoy,"1,104,",12
552,"The Great Escape (Wynette, Texas, #7)","15,287",3.86,Susan Elizabeth Phillips,"1,103,",22
553,"Dance with the Devil (Dark-Hunter, #3)","67,062",4.37,Sherrilyn Kenyon,"1,102,",19
554,"Sweet Filthy Boy (Wild Seasons, #1)","59,981",3.95,Christina Lauren,"1,101,",15
555,"A Reclusive Heart (Hollywood Hearts, #2)","11,551",4.19,R.L. Mathewson,"1,100,",15
556,"Opposites Attract (First Comes Love, #1)","17,546",3.68,Camilla Isley,"1,097,",11
557,"The Leopard Prince (Princes Trilogy, #2)","11,458",3.86,Elizabeth Hoyt,"1,094,",16
558,"Mercy (Mercy, #1)","2,243",3.90,Lucian Bane,"1,094,",11
559,Seven Days with You,35,4.37,HD,"1,093,",11
560,"Shelter Mountain (Virgin River, #2)","48,758",4.17,Robyn Carr,"1,091,",15
561,"Hometown Girl Again (Hometown, #5)",958,4.28,Kirsten Fullmer,"1,089,",12
562,"Into the Wilderness (Wilderness, #1)","43,740",4.12,Sara Donati,"1,080,",14
563,November 9,"1,335,112",4.10,Colleen Hoover,"1,078,",13
564,Dark Voyage Matters of the Mind (The Children of the Gods #78),"2,792",4.58,I.T. Lucas,"1,075,",11
565,The Roommate Experiment (Funny Feelings #3),"2,687",3.64,Camilla Isley,"1,068,",11
566,"Angel (Angel, #1)","33,163",3.85,L.A. Weatherly,"1,066,",14
567,"The Darkest Seduction (Lords of the Underworld, #9)","27,751",4.32,Gena Showalter,"1,065,",17
